Inv Transaction,Supplier Name,Headserv Name,Stratdir Name,Account Description,Redact Name,Paid Date,Sum of Inv Amount,,,,,,,,,,,,,,,,,,,,,,,,
5166853,WORKS 4U SUPPORT SERVICES LIMITED,Education Services,Childrens Services,Professional Services,,14/07/14,945.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5166854,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,28/07/14,"8,525.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166855,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,24/07/14,"1,641.45 ",,,,,,,,,,,,,,,,,,,,,,,,
5166856,WORKS 4U SUPPORT SERVICES LIMITED,Education Services,Childrens Services,Professional Services,,14/07/14,"1,080.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166858,WORKS 4U SUPPORT SERVICES LIMITED,Education Services,Childrens Services,Professional Services,,14/07/14,"1,440.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166859,ELECTRICITY NORTH WEST LTD,Technical,Places,Street Lighting Works,,31/07/14,701.33 ,,,,,,,,,,,,,,,,,,,,,,,,
5166863,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,14/07/14,"3,143.61 ",,,,,,,,,,,,,,,,,,,,,,,,
5166864,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,31/07/14,"3,960.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166874,PHS GROUP PLC,Tameside Investment Partnership,Places,Personal Hygiene Costs,,28/07/14,570.96 ,,,,,,,,,,,,,,,,,,,,,,,,
5166877,COMMUNITY AND VOLUNTARY ACTION TAMESIDE,Public Health,Public Health,Professional Services,,14/07/14,"5,080.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166879,TYNETEC,Adult Services,"Community, Adult & Adults Early Intervention",It Equipment,,30/07/14,"5,805.30 ",,,,,,,,,,,,,,,,,,,,,,,,
5166882,ELECTRICITY NORTH WEST LTD,Engineers Client,"Economic Growth, Investment and Sustainability",Highway Construction,,31/07/14,869.96 ,,,,,,,,,,,,,,,,,,,,,,,,
5166885,COOLSPIRIT LTD,Digital Tameside,Places,It Equipment,,24/07/14,"17,080.60 ",,,,,,,,,,,,,,,,,,,,,,,,
5166886,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,28/07/14,"3,759.99 ",,,,,,,,,,,,,,,,,,,,,,,,
5166887,FRESH START INDEPENDENCE PROJECT LTD,SCYP ,Childrens Services,Living With Formal Support,,10/07/14,"1,149.96 ",,,,,,,,,,,,,,,,,,,,,,,,
5166892,ELECTRICITY NORTH WEST LTD,Engineers Client,"Economic Growth, Investment and Sustainability",Street Lighting,,31/07/14,674.98 ,,,,,,,,,,,,,,,,,,,,,,,,
5166895,SPECIALISED HOMES AND LODGINGS LTD,SCYP ,Childrens Services,Living With Formal Support,,28/07/14,"11,131.42 ",,,,,,,,,,,,,,,,,,,,,,,,
5166898,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,16/07/14,"12,178.57 ",,,,,,,,,,,,,,,,,,,,,,,,
5166899,PAULINE HENDERSON,Adult Services,"Community, Adult & Adults Early Intervention",Professional Consultancy Services,Business Payment,17/07/14,551.50 ,,,,,,,,,,,,,,,,,,,,,,,,
5166902,S & M BUILDERS TAMESIDE LTD,Technical,Places,Engineers Works,,31/07/14,640.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5166903,ABLE CARE AND SUPPORT SERVICES LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,10/07/14,"1,732.08 ",,,,,,,,,,,,,,,,,,,,,,,,
5166904,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,28/07/14,"19,975.16 ",,,,,,,,,,,,,,,,,,,,,,,,
5166905,COMFORT CALL LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,14/07/14,"28,780.47 ",,,,,,,,,,,,,,,,,,,,,,,,
5166906,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,21/07/14,"3,520.71 ",,,,,,,,,,,,,,,,,,,,,,,,
5166907,FRIENDS OF OXFORD PARK,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Room Hire,,10/07/14,"1,160.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166908,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,28/07/14,"3,871.90 ",,,,,,,,,,,,,,,,,,,,,,,,
5166910,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,28/07/14,"9,145.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166914,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,28/07/14,"8,525.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166918,SPECIALISED HOMES AND LODGINGS LTD,SCYP ,Childrens Services,Living With Formal Support,,28/07/14,"3,321.42 ",,,,,,,,,,,,,,,,,,,,,,,,
5166921,PHS GROUP PLC,Tameside Investment Partnership,Places,Personal Hygiene Costs,,28/07/14,"1,314.90 ",,,,,,,,,,,,,,,,,,,,,,,,
5166926,G4S CASH SOLUTIONS (UK) LIMITED,Borough Solicitor,Director of Governance,Security Services,,10/07/14,54.32 ,,,,,,,,,,,,,,,,,,,,,,,,
5166926,G4S CASH SOLUTIONS (UK) LIMITED,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Security Services,,10/07/14,488.84 ,,,,,,,,,,,,,,,,,,,,,,,,
5166929,BT PLC,Multiple Heads of Service,Multiple Strategic Directorates,Telephone Landline Costs,,16/07/14,"2,590.88 ",,,,,,,,,,,,,,,,,,,,,,,,
5166932,BT PLC,Multiple Heads of Service,Multiple Strategic Directorates,Telephone Landline Costs,,16/07/14,"1,109.88 ",,,,,,,,,,,,,,,,,,,,,,,,
5166938,FRONTIER MEDICAL PRODUCTS,Public Health,Public Health,Local Enhanced Services,,10/07/14,"3,028.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166939,FRONTIER MEDICAL PRODUCTS,Public Health,Public Health,Local Enhanced Services,,10/07/14,"3,387.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5166940,STOCKPORT NHS FOUNDATION TRUST,Education Services,Childrens Services,Professional Services,,14/07/14,"3,333.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166945,PRD PROPERTY SERVICES LTD,Borough Solicitor,Director of Governance,Legal Fees,,16/07/14,"4,320.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166948,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,28/07/14,"10,176.99 ",,,,,,,,,,,,,,,,,,,,,,,,
5166951,CATHOLIC BLIND INSTITUTE,Education Services,Childrens Services,Voluntary Organisations Fees,,14/07/14,"10,858.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166953,BARNARDO SERVICES LTD,Children's Services,Childrens Services,Professional Services,,24/07/14,"6,875.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166956,MAKING SPACE,Adult Services,"Community, Adult & Adults Early Intervention",Voluntary Organisations Fees,,14/07/14,"20,735.75 ",,,,,,,,,,,,,,,,,,,,,,,,
5166958,,SCYP ,Childrens Services,Living With Formal Support,Redacted Supplier,14/07/14,"8,562.90 ",,,,,,,,,,,,,,,,,,,,,,,,
5166959,TRINITY MIRROR NORTH PUBLISHING LTD,"Media, Marketing & Communications",Director of Governance,Statutory Advertising,,14/07/14,982.94 ,,,,,,,,,,,,,,,,,,,,,,,,
5166960,FULL CONTROL NETWORKS DISTRIBUTION LTD,Digital Tameside,Places,Computer Hardware Maintenance Costs,,30/07/14,"1,405.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166966,H M REVENUE & CUSTOMS,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Authority Accommodation Rental,,16/07/14,"48,520.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166967,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,28/07/14,"4,698.21 ",,,,,,,,,,,,,,,,,,,,,,,,
5166969,HEARTLIFT LTD,Education Services,Childrens Services,Voluntary Organisations Fees,,10/07/14,"1,650.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166979,MUSE DEVELOPMENTS,Engineers Client,"Economic Growth, Investment and Sustainability",Highway Construction,,17/07/14,"131,742.75 ",,,,,,,,,,,,,,,,,,,,,,,,
5166981,CARE IN MIND LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Short Stay Fees,,30/07/14,"10,698.60 ",,,,,,,,,,,,,,,,,,,,,,,,
5166983,ALTERNATIVE FUTURES GROUP,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,16/07/14,"116,656.04 ",,,,,,,,,,,,,,,,,,,,,,,,
5166984,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,Other Services,Director of Finance,Professional Services,,16/07/14,"3,602.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166985,ROPE RACE CLIMBING CENTRE,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,14/07/14,500.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5166986,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,30/07/14,"3,190.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5166987,CREATIVE IDEAS IN PRINT LTD,"Media, Marketing & Communications",Director of Governance,Printing And Stationery,,14/07/14,"1,156.66 ",,,,,,,,,,,,,,,,,,,,,,,,
5166994,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,21/07/14,"11,400.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167006,NHS GREATER MANCHESTER CSU,Public Health,Public Health,Professional Services,,16/07/14,"9,080.16 ",,,,,,,,,,,,,,,,,,,,,,,,
5167012,CARE UK HOMECARE,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,14/07/14,"30,170.69 ",,,,,,,,,,,,,,,,,,,,,,,,
5167024,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,24/07/14,"3,161.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167028,ROYAL MAIL GROUP PLC,Borough Solicitor,Director of Governance,Postages,,21/07/14,"1,323.18 ",,,,,,,,,,,,,,,,,,,,,,,,
5167035,ACME AIR CONDITIONING,Asset Mgmt & Investment Partnership Mgmt,Places,Purchase Heavy Catering Equipment,,28/07/14,816.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167036,BOLTON MBC,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Contingency Provisions,,14/07/14,"13,301.60 ",,,,,,,,,,,,,,,,,,,,,,,,
5167037,TEACHING PERSONNEL LTD,Education Services,Childrens Services,Voluntary Organisations Fees,,16/07/14,"1,488.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167038,INTEC FOR BUSINESS LTD,Audit & Risk Management,Director of Finance,Project Expenditure Home Office,,10/07/14,"4,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167039,,Children's Services,Childrens Services,Homecare Fees,Redacted Supplier,28/07/14,"4,375.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167042,STEWART COOK,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Services,Business Payment,14/07/14,670.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167044,MAMMOTH SIGNS LTD,Environmental Services,Places,Purchase Wheeled Bins,,24/07/14,500.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167047,FRESH START INDEPENDENCE PROJECT LTD,SCYP ,Childrens Services,Living With Formal Support,,24/07/14,"1,149.96 ",,,,,,,,,,,,,,,,,,,,,,,,
5167048,ADVENTURE BASED LEARNING,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,31/07/14,"1,100.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167060,RED SUBMARINE LIMITED,You Choose,Director of Governance,General Materials,,14/07/14,738.99 ,,,,,,,,,,,,,,,,,,,,,,,,
5167062,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Age Concern Fees,,14/07/14,"28,726.66 ",,,,,,,,,,,,,,,,,,,,,,,,
5167066,,Children's Services,Childrens Services,Foster Carer Agency Fees,Redacted Supplier,28/07/14,"4,636.67 ",,,,,,,,,,,,,,,,,,,,,,,,
5167069,MARKET TRADE NEWS,Technical,Places,Statutory Advertising,,16/07/14,500.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167082,UNITED UTILITIES WATER LTD,Operations,Places,Refreshments,,14/07/14,500.04 ,,,,,,,,,,,,,,,,,,,,,,,,
5167084,UNITED UTILITIES WATER LTD,Operations,Places,Refreshments,,14/07/14,500.04 ,,,,,,,,,,,,,,,,,,,,,,,,
5167086,,Children's Services,Childrens Services,Childrens Homes Outside Local Authority Fees,Redacted Supplier,31/07/14,"11,049.29 ",,,,,,,,,,,,,,,,,,,,,,,,
5167088,ADVOCACY EXPERIENCE LTD,Adults Early Intervention,"Community, Adult & Adults Early Intervention",Professional Services,,28/07/14,"7,518.62 ",,,,,,,,,,,,,,,,,,,,,,,,
5167089,,Adult Services,"Community, Adult & Adults Early Intervention",Contribution to Maintenance Fee Income,Redacted Supplier,14/07/14,820.47 ,,,,,,,,,,,,,,,,,,,,,,,,
5167103,TRANSPORT FOR GREATER MANCHESTER,Engineers Client,"Economic Growth, Investment and Sustainability",Traffic Signals,,16/07/14,"1,600.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167104,THE PENNINE ACUTE HOSPITALS NHS TRUST,Public Health,Public Health,Professional Services,,31/07/14,"1,065.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167115,MARY FODEN,Adult Services,"Community, Adult & Adults Early Intervention",Professional Services,Business Payment,14/07/14,"1,055.40 ",,,,,,,,,,,,,,,,,,,,,,,,
5167118,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,31/07/14,"4,480.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167119,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,31/07/14,"2,710.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167120,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,31/07/14,"3,960.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167132,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,17/07/14,671.58 ,,,,,,,,,,,,,,,,,,,,,,,,
5167135,COMMUNITY AND VOLUNTARY ACTION TAMESIDE,Strategy & Early Intervention,Childrens Services,Professional Services,,17/07/14,"4,725.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167138,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,31/07/14,639.60 ,,,,,,,,,,,,,,,,,,,,,,,,
5167140,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,14/07/14,"1,661.52 ",,,,,,,,,,,,,,,,,,,,,,,,
5167141,TAMESIDE RADIO,Technical,Places,Statutory Advertising,,14/07/14,720.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167148,CF ASSESMENTS LTD,Children's Services,Childrens Services,Adoption Agency Fees,,14/07/14,"2,002.28 ",,,,,,,,,,,,,,,,,,,,,,,,
5167149,CF ASSESMENTS LTD,Children's Services,Childrens Services,Adoption Agency Fees,,14/07/14,"2,097.96 ",,,,,,,,,,,,,,,,,,,,,,,,
5167164,MARSTON GROUP LTD,Multiple Heads of Service,Multiple Strategic Directorates,Credits,,16/07/14,"1,281.34 ",,,,,,,,,,,,,,,,,,,,,,,,
5167168,TRINITY COLLEGE LONDON,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Entertainment Services,,14/07/14,912.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167169,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Ola Pupils,,14/07/14,"1,785.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167170,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Ola Pupils,,14/07/14,"2,050.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167172,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Pupils,,14/07/14,"1,155.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167174,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Pupils,,14/07/14,"1,559.25 ",,,,,,,,,,,,,,,,,,,,,,,,
5167175,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Ola Pupils,,14/07/14,"1,785.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167176,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Ola Pupils,,14/07/14,"1,835.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167178,PERFORMING RIGHT SOCIETY,Adults Early Intervention,"Community, Adult & Adults Early Intervention",Other Local Authorities Fees,,16/07/14,539.04 ,,,,,,,,,,,,,,,,,,,,,,,,
5167180,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Pupils,,14/07/14,"1,701.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167182,STAMFORD CARS UK LTD,Education Services,Childrens Services,Transport Of Pupils,,14/07/14,"1,249.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5167184,DENTON LINKS,Education Services,Childrens Services,Transport Of Ola Pupils,,14/07/14,"2,415.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167187,DENTON LINKS,Education Services,Childrens Services,Transport Of Ola Pupils,,14/07/14,"1,575.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167191,DENTON LINKS,Children's Services,Childrens Services,Hired Transport,,14/07/14,"1,995.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167197,,Children's Services,Childrens Services,"Activity (Materials, Trips)",Redacted Supplier,14/07/14,792.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167199,GREYSTONES TAMESIDE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,14/07/14,"8,333.33 ",,,,,,,,,,,,,,,,,,,,,,,,
5167201,GREYSTONES TAMESIDE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,14/07/14,"14,212.87 ",,,,,,,,,,,,,,,,,,,,,,,,
5167203,GREYSTONES TAMESIDE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,21/07/14,"14,212.87 ",,,,,,,,,,,,,,,,,,,,,,,,
5167208,GREYSTONES TAMESIDE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,21/07/14,"14,212.87 ",,,,,,,,,,,,,,,,,,,,,,,,
5167213,GREYSTONES TAMESIDE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,16/07/14,"8,333.33 ",,,,,,,,,,,,,,,,,,,,,,,,
5167222,GREYSTONES TAMESIDE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,21/07/14,"14,212.87 ",,,,,,,,,,,,,,,,,,,,,,,,
5167226,TORDAN HEALTHCARE LTD,Children's Services,Childrens Services,Homecare Fees,,14/07/14,710.50 ,,,,,,,,,,,,,,,,,,,,,,,,
5167231,ACORN RECOVERY PROJECTS,Public Health,Public Health,Professional Services,,14/07/14,900.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167237,DAC BEACHCROFT,Housing,"Economic Growth, Investment and Sustainability",Legal - External,,16/07/14,"10,035.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167238,TAMESIDE LINK,Adult Services,"Community, Adult & Adults Early Intervention",Voluntary Organisations Fees,,17/07/14,"15,086.32 ",,,,,,,,,,,,,,,,,,,,,,,,
5167239,ACORN RECOVERY PROJECTS,Public Health,Public Health,Professional Services,,14/07/14,840.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167240,TAMESIDE LINK,Adult Services,"Community, Adult & Adults Early Intervention",Voluntary Organisations Fees,,17/07/14,"15,086.32 ",,,,,,,,,,,,,,,,,,,,,,,,
5167241,GORVINS,Environmental Services,"Economic Growth, Investment and Sustainability",Acquisition - Buildings,,16/07/14,"112,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167242,COURTYARD CONTINUING CARE LTD T/A COURTYARD CARE PLUS,Children's Services,Childrens Services,Homecare Fees,,28/07/14,"1,485.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167243,RUPERT WOOD & SON,Environmental Services,"Economic Growth, Investment and Sustainability",Acquisition - Buildings,,16/07/14,"67,500.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167244,INSPIREDSPACES TAMESIDE LTD,Asset Management and Investment Partnership Management,"Economic Growth, Investment and Sustainability",Telecom,,16/07/14,"1,881.16 ",,,,,,,,,,,,,,,,,,,,,,,,
5167244,INSPIREDSPACES TAMESIDE LTD,Asset Mgmt & Investment Partnership Mgmt,Places,Building Works,,16/07/14,828.13 ,,,,,,,,,,,,,,,,,,,,,,,,
5167244,INSPIREDSPACES TAMESIDE LTD,Tameside Investment Partnership,Places,Miscellaneous Expenses,,16/07/14,"378,861.70 ",,,,,,,,,,,,,,,,,,,,,,,,
5167246,WORKS 4U SUPPORT SERVICES LIMITED,Education Services,Childrens Services,Professional Services,,14/07/14,"1,440.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167250,FORBES SOLICITORS,Multiple Heads of Service,Multiple Strategic Directorates,Allocation Of Income,,31/07/14,350.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167250,FORBES SOLICITORS,Multiple Heads of Service,Multiple Strategic Directorates,Payment On Account,,31/07/14,"1,173.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167252,SALFORD CITY COUNCIL,Adult Services,"Community, Adult & Adults Early Intervention",Subscriptions,,30/07/14,"4,937.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167255,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,21/07/14,799.50 ,,,,,,,,,,,,,,,,,,,,,,,,
5167256,THRESHOLD HOUSING PROJECT,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,17/07/14,"30,833.33 ",,,,,,,,,,,,,,,,,,,,,,,,
5167258,THRESHOLD HOUSING PROJECT,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,17/07/14,"14,666.66 ",,,,,,,,,,,,,,,,,,,,,,,,
5167259,THE STROKE ASSOCIATION,Adult Services,"Community, Adult & Adults Early Intervention",Contributions,,21/07/14,"30,845.70 ",,,,,,,,,,,,,,,,,,,,,,,,
5167261,HEALTH MANAGEMENT (UK) LTD,People & Performance,Director of Governance,Professional Consultancy Services,,30/07/14,"8,149.60 ",,,,,,,,,,,,,,,,,,,,,,,,
5167263,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,21/07/14,720.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167267,POSTAGE BY PHONE PITNEY BOWES LTD,Exchequer,Director of Finance,Postages,,14/07/14,"4,197.13 ",,,,,,,,,,,,,,,,,,,,,,,,
5167273,GREYSTONES TAMESIDE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,14/07/14,"8,333.33 ",,,,,,,,,,,,,,,,,,,,,,,,
5167277,A & E FURNITURE LTD T.A THE PAVILION,Adult Services,"Community, Adult & Adults Early Intervention",Fixtures & Fittings Purchase,,17/07/14,699.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167278,GREYSTONES TAMESIDE LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Supporting People Gross Contract,,14/07/14,"8,333.33 ",,,,,,,,,,,,,,,,,,,,,,,,
5167280,P J SPENCER LTD,Technical,Places,Building Works,,21/07/14,"2,498.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167281,GREENSCAPE,Operations,Places,Agency Staff,,16/07/14,"1,347.86 ",,,,,,,,,,,,,,,,,,,,,,,,
5167282,GREENSCAPE,Operations,Places,General Materials,,17/07/14,500.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167283,GREENSCAPE,Operations,Places,Agency Staff,,17/07/14,816.02 ,,,,,,,,,,,,,,,,,,,,,,,,
5167288,TORDAN HEALTHCARE LTD,Children's Services,Childrens Services,Homecare Fees,,14/07/14,"1,232.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5167290,TORDAN HEALTHCARE LTD,Children's Services,Childrens Services,Homecare Fees,,14/07/14,"1,442.75 ",,,,,,,,,,,,,,,,,,,,,,,,
5167295,TORDAN HEALTHCARE LTD,Children's Services,Childrens Services,Homecare Fees,,14/07/14,"1,145.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5167296,TORDAN HEALTHCARE LTD,Children's Services,Childrens Services,Homecare Fees,,14/07/14,"1,602.25 ",,,,,,,,,,,,,,,,,,,,,,,,
5167299,TORDAN HEALTHCARE LTD,Children's Services,Childrens Services,Homecare Fees,,14/07/14,696.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167317,CASH BOX CREDIT UNION LTD,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Professional Services,,14/07/14,"5,333.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167319,CASH BOX CREDIT UNION,Neighbourhoods & Communities,"Community, Adult & Adults Early Intervention",Emergency Grant Payments,,21/07/14,"20,000.00 ",,,,,,,,,,,,,,,,,,,,,,,,
5167320,TORDAN HEALTHCARE LTD,Children's Services,Childrens Services,Homecare Fees,,14/07/14,812.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167324,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,21/07/14,"15,291.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5167327,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,21/07/14,"15,291.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5167329,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,21/07/14,"15,291.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5167330,CREATIVE SUPPORT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Homecare Fees,,21/07/14,"15,291.50 ",,,,,,,,,,,,,,,,,,,,,,,,
5167336,JULIE STIRPE ASSOCIATES LTD,Children's Services,Childrens Services,Professional Consultancy Services,,24/07/14,760.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167338,JULIE STIRPE ASSOCIATES LTD,Children's Services,Childrens Services,Professional Consultancy Services,,30/07/14,760.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167341,HOWARD COOK,Education Services,Childrens Services,Professional Services,Business Payment,16/07/14,680.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167342,HOWARD COOK,Education Services,Childrens Services,Professional Services,Business Payment,16/07/14,680.00 ,,,,,,,,,,,,,,,,,,,,,,,,
5167343,NATIONAL YOUTH ADVOCACY SERVICE,Children's Services,Childrens Services,Professional Services,,24/07/14,"17,999.03 ",,,,,,,,,,,,,,,,,,,,,,,,
